timestamp,value
2026-08-06 07:05:05.226495,4.218113
2026-08-06 07:05:22.338965,4.23364
2026-08-06 07:05:39.327108,4.249784
2026-08-06 07:05:56.376994,4.295889
2026-08-06 07:06:14.601393,4.305898
2026-08-06 07:06:31.638137,4.32799
2026-08-06 07:06:48.707568,4.340966
2026-08-06 07:07:06.092546,4.354722
2026-08-06 07:07:25.035172,4.409655
2026-08-06 07:07:42.056799,4.445894
2026-08-06 07:07:59.111379,4.485644
2026-08-06 07:08:16.208646,4.491564
2026-08-06 07:08:33.392546,4.510506
2026-08-06 07:08:50.722354,4.523636
2026-08-06 07:09:07.770953,4.54728
2026-08-06 07:09:24.873545,4.563888
2026-08-06 07:09:42.015113,4.618132
2026-08-06 07:09:59.839950,4.630254
2026-08-06 07:10:16.895761,4.64842
2026-08-06 07:10:33.910737,4.662086
2026-08-06 07:10:50.980624,4.674626
2026-08-06 07:11:10.041729,4.702738
2026-08-06 07:11:27.158746,4.734612
2026-08-06 07:11:44.228557,4.766681
2026-08-06 07:12:01.276995,4.774347
2026-08-06 07:12:18.384166,4.792444
2026-08-06 07:12:35.995119,4.807406
2026-08-06 07:12:53.074392,4.821693
2026-08-06 07:13:10.180207,4.837911
2026-08-06 07:13:27.438949,4.895737
2026-08-06 07:13:45.326593,4.905829
2026-08-06 07:14:02.738300,4.93126
2026-08-06 07:14:19.806751,4.9479
2026-08-06 07:14:37.034343,4.970157
2026-08-06 07:14:56.050702,0.144114
2026-08-06 07:15:13.118706,0.222072
2026-08-06 07:15:30.135581,0.247258
2026-08-06 07:15:47.172320,0.253078
2026-08-06 07:16:04.457421,0.312688
2026-08-06 07:16:21.935887,0.322265
2026-08-06 07:16:38.993165,0.342435
2026-08-06 07:16:56.115822,0.416595
2026-08-06 07:17:13.291200,0.438756
2026-08-06 07:17:30.934174,0.467679
2026-08-06 07:17:48.048127,0.487823
2026-08-06 07:18:05.113325,0.505561
2026-08-06 07:18:22.210298,0.53651
2026-08-06 07:18:40.833540,0.558816
2026-08-06 07:18:58.007999,0.614142
2026-08-06 07:19:15.183031,0.629778
2026-08-06 07:19:32.237839,0.644501
2026-08-06 07:19:49.271577,0.676592
2026-08-06 07:20:06.992465,0.687116
2026-08-06 07:20:24.093138,0.707284
2026-08-06 07:20:40.933523,0.752305
2026-08-06 07:20:58.289835,0.772009
2026-08-06 07:21:16.086450,0.79664
2026-08-06 07:21:33.252919,0.812373
2026-08-06 07:21:50.364008,0.830024
2026-08-06 07:22:07.711552,0.863681
2026-08-06 07:22:26.505585,0.897746
2026-08-06 07:22:43.530703,0.936814
2026-08-06 07:23:00.553677,0.951915
2026-08-06 07:23:17.624787,0.963158
2026-08-06 07:23:34.745331,0.994239
2026-08-06 07:23:52.299613,1.008011
2026-08-06 07:24:09.392564,1.038742
2026-08-06 07:24:26.470312,1.097169
2026-08-06 07:24:43.859071,1.121779
