timestamp,value
2026-08-15 11:09:59.998553,487.065055
2026-08-15 11:10:17.724463,487.153148
2026-08-15 11:10:35.113481,487.27768
2026-08-15 11:10:52.458406,487.388933
2026-08-15 11:11:10.244736,487.600911
2026-08-15 11:11:30.213408,487.770569
2026-08-15 11:11:47.544697,487.86326
2026-08-15 11:12:04.985506,487.982427
2026-08-15 11:12:22.533954,488.385361
2026-08-15 11:12:41.689532,488.978876
2026-08-15 11:13:00.239507,489.123201
2026-08-15 11:13:17.975548,489.235844
2026-08-15 11:13:35.802969,489.349503
2026-08-15 11:13:53.586445,489.981272
2026-08-15 11:14:17.182948,490.297994
2026-08-15 11:14:36.567325,490.711143
2026-08-15 11:14:54.472922,491.092078
2026-08-15 11:15:12.156584,491.238955
2026-08-15 11:15:29.899677,491.360275
2026-08-15 11:15:55.699402,492.167638
2026-08-15 11:16:17.630490,492.331535
2026-08-15 11:16:35.816636,492.427772
2026-08-15 11:16:53.491572,492.670914
2026-08-15 11:17:11.227649,492.759551
2026-08-15 11:17:30.853766,492.919243
2026-08-15 11:17:59.532071,494.002915
2026-08-15 11:18:22.509444,494.200828
2026-08-15 11:18:40.351514,494.49979
2026-08-15 11:18:58.179732,494.626669
2026-08-15 11:19:16.333572,494.755936
2026-08-15 11:19:37.563643,494.926508
2026-08-15 11:19:57.943253,495.381363
2026-08-15 11:20:16.437241,495.495772
2026-08-15 11:20:34.450282,495.622069
2026-08-15 11:20:52.139518,495.735758
2026-08-15 11:21:11.866099,496.080446
2026-08-15 11:21:36.133298,496.275124
2026-08-15 11:21:54.766132,496.551394
2026-08-15 11:22:12.617553,496.662707
2026-08-15 11:22:30.455171,496.824443
2026-08-15 11:22:48.707023,496.935608
2026-08-15 11:23:12.873719,497.306459
2026-08-15 11:23:32.091602,497.410697
2026-08-15 11:23:52.744832,497.543939
2026-08-15 11:24:11.420818,497.81734
2026-08-15 11:24:30.035527,498.162752
2026-08-15 11:24:55.040359,498.576584
2026-08-15 11:25:14.497311,498.724994
2026-08-15 11:25:32.384924,498.933223
2026-08-15 11:25:50.200507,499.092667
2026-08-15 11:26:08.393548,499.2151
2026-08-15 11:26:33.490195,499.670681
2026-08-15 11:26:54.859746,499.974701
2026-08-15 11:27:12.587952,500.084008
2026-08-15 11:27:30.958655,500.221223
2026-08-15 11:27:48.908565,500.341694
2026-08-15 11:28:08.772751,500.607469
2026-08-15 11:28:30.261179,500.823691
2026-08-15 11:28:48.145251,500.919249
2026-08-15 11:29:06.101335,501.03107
2026-08-15 11:29:23.774625,501.287024
2026-08-15 11:29:42.257624,501.397206
2026-08-15 11:30:10.356788,502.547344
2026-08-15 11:30:29.285967,502.802832
2026-08-15 11:30:48.300214,502.97879
2026-08-15 11:31:06.088117,503.10335
