timestamp,value
2026-08-06 00:15:54.852315,342.122525
2026-08-06 00:16:12.013682,342.378237
2026-08-06 00:16:30.148323,342.487343
2026-08-06 00:16:47.314685,342.618011
2026-08-06 00:17:04.400155,342.706063
2026-08-06 00:17:21.531143,342.807742
2026-08-06 00:17:39.354014,342.907642
2026-08-06 00:17:56.394434,343.134598
2026-08-06 00:18:13.479005,343.250774
2026-08-06 00:18:30.652783,343.346888
2026-08-06 00:18:48.726666,343.428388
2026-08-06 00:19:05.817390,343.551536
2026-08-06 00:19:22.871066,343.666044
2026-08-06 00:19:39.989902,343.785578
2026-08-06 00:19:57.124231,343.999607
2026-08-06 00:20:14.502065,344.12636
2026-08-06 00:20:31.598785,344.235468
2026-08-06 00:20:48.629383,344.339268
2026-08-06 00:21:05.860558,344.4526
2026-08-06 00:21:23.606426,344.716116
2026-08-06 00:21:40.749020,344.814561
2026-08-06 00:21:57.790676,345.051979
2026-08-06 00:22:15.148418,345.160196
2026-08-06 00:22:34.113495,345.248402
2026-08-06 00:22:51.136198,345.324513
2026-08-06 00:23:08.216437,345.432507
2026-08-06 00:23:25.299470,345.536029
2026-08-06 00:23:42.346794,345.720785
2026-08-06 00:23:59.474309,345.896356
2026-08-06 00:24:16.464275,346.010382
2026-08-06 00:24:33.486719,346.124421
2026-08-06 00:24:50.705632,346.24719
2026-08-06 00:25:08.863040,346.378401
2026-08-06 00:25:25.915430,346.501727
2026-08-06 00:25:42.930136,346.693472
2026-08-06 00:26:00.289937,346.84035
2026-08-06 00:26:19.204934,346.950866
2026-08-06 00:26:36.239232,347.038421
2026-08-06 00:26:53.233492,347.120838
2026-08-06 00:27:10.423743,347.251604
2026-08-06 00:27:27.499289,347.469648
2026-08-06 00:27:44.595862,347.589653
2026-08-06 00:28:01.706853,347.724947
2026-08-06 00:28:18.645831,347.924348
2026-08-06 00:28:35.774152,348.13355
2026-08-06 00:28:53.533295,348.274024
2026-08-06 00:29:10.650891,348.457009
2026-08-06 00:29:27.627178,348.773273
2026-08-06 00:29:44.984638,348.927867
2026-08-06 00:30:04.643711,349.057179
2026-08-06 00:30:21.825244,349.148649
2026-08-06 00:30:38.897585,349.269158
2026-08-06 00:30:55.844764,349.393517
2026-08-06 00:31:13.171380,349.657678
2026-08-06 00:31:30.200008,349.776293
2026-08-06 00:31:47.306120,349.873244
2026-08-06 00:32:04.423767,350.001912
2026-08-06 00:32:21.501359,350.148024
2026-08-06 00:32:39.355559,350.265194
2026-08-06 00:32:56.447595,350.492472
2026-08-06 00:33:13.485582,350.595006
2026-08-06 00:33:30.960583,350.707809
2026-08-06 00:33:49.482100,350.833951
2026-08-06 00:34:06.541910,350.938738
2026-08-06 00:34:23.613299,351.031285
2026-08-06 00:34:40.781576,351.146958
2026-08-06 00:34:58.779938,351.398538
2026-08-06 00:35:15.917618,351.50204
2026-08-06 00:35:33.069861,351.606808
2026-08-06 00:35:50.256768,351.7359
2026-08-06 00:36:07.458465,351.841596
2026-08-06 00:36:25.102180,351.931043
2026-08-06 00:36:42.169464,352.181372
2026-08-06 00:36:59.266608,352.30465
2026-08-06 00:37:16.879773,352.41499
