timestamp,value
2026-08-07 05:44:31.500907,1078.754138
2026-08-07 05:44:48.721581,1078.878009
2026-08-07 05:45:06.687074,1078.995313
2026-08-07 05:45:23.787640,1079.090325
2026-08-07 05:45:40.757184,1079.220217
2026-08-07 05:45:57.717029,1079.408811
2026-08-07 05:46:14.753271,1079.534262
2026-08-07 05:46:31.890705,1079.628223
2026-08-07 05:46:48.982768,1079.716089
2026-08-07 05:47:05.958003,1079.789208
2026-08-07 05:47:22.988964,1079.913321
2026-08-07 05:47:41.306272,1080.124157
2026-08-07 05:47:58.407588,1080.243636
2026-08-07 05:48:15.422665,1080.364755
2026-08-07 05:48:32.419047,1080.473297
2026-08-07 05:48:49.515537,1080.5598
2026-08-07 05:49:06.741150,1080.890917
2026-08-07 05:49:23.761326,1081.044323
2026-08-07 05:49:40.797445,1081.18209
2026-08-07 05:49:57.848993,1081.440576
2026-08-07 05:50:15.004617,1081.534826
2026-08-07 05:50:32.263793,1081.658806
2026-08-07 05:50:49.430723,1081.77508
2026-08-07 05:51:06.517615,1081.874315
2026-08-07 05:51:23.682604,1081.988239
2026-08-07 05:51:42.826160,1082.188543
2026-08-07 05:51:59.849925,1082.312291
2026-08-07 05:52:16.936962,1082.434224
2026-08-07 05:52:34.055711,1082.57514
2026-08-07 05:52:51.080670,1082.651964
2026-08-07 05:53:08.415706,1082.758156
2026-08-07 05:53:25.438168,1082.876664
2026-08-07 05:53:42.486624,1083.096062
2026-08-07 05:53:59.663275,1083.223273
2026-08-07 05:54:17.505069,1083.371661
2026-08-07 05:54:34.639810,1092.510761
2026-08-07 05:54:51.718266,1108.589387
2026-08-07 05:55:09.082204,1121.991539
2026-08-07 05:55:26.283982,1153.127259
2026-08-07 05:55:43.607967,1167.613052
2026-08-07 05:56:00.822487,19.781401
2026-08-07 05:56:19.055664,59.185424
2026-08-07 05:56:36.186653,77.730663
2026-08-07 05:56:54.358626,77.941613
2026-08-07 05:57:11.463849,78.500965
2026-08-07 05:57:28.579150,78.675541
2026-08-07 05:57:45.615549,78.828293
2026-08-07 05:58:02.629171,78.973901
2026-08-07 05:58:19.935380,79.12269
2026-08-07 05:58:36.932970,79.363537
2026-08-07 05:58:53.983078,79.560541
2026-08-07 05:59:11.281866,79.975556
2026-08-07 05:59:29.607855,80.130436
2026-08-07 05:59:46.753700,80.272946
2026-08-07 06:00:03.834492,80.533331
2026-08-07 06:00:20.926238,80.76911
2026-08-07 06:00:38.017852,81.10848
2026-08-07 06:00:55.258912,81.241839
2026-08-07 06:01:12.355925,81.534948
2026-08-07 06:01:29.413301,81.694924
2026-08-07 06:01:46.478620,81.896249
2026-08-07 06:02:03.528835,82.164357
2026-08-07 06:02:20.885323,82.307512
2026-08-07 06:02:37.921019,82.466005
2026-08-07 06:02:54.962514,82.64609
2026-08-07 06:03:12.224936,82.976693
2026-08-07 06:03:31.248222,83.179071
2026-08-07 06:03:48.528829,83.353237
2026-08-07 06:04:05.579322,83.558354
2026-08-07 06:04:22.660253,83.773934
2026-08-07 06:04:39.701925,83.929481
2026-08-07 06:04:56.863292,84.200411
2026-08-07 06:05:13.966801,84.334303
2026-08-07 06:05:31.013225,84.549703
